County_Forest_NH,Cost_Forest_NH,Qty_Forest_NH,County_Forest_H,Cost_Forest_H,Qty_Forest_H,County_Soil,Cost_Soil,Qty_Soil,County_MinCost,Cost_MinCost,Qty_MinCost,County_MaxQty,Cost_MaxQty,Qty_MaxQty,County_CE,Cost_CE,Qty_CE,Revenues_CE
"SWISHER COUNTY, TX",7.43801373,22139596.78,"HAYWOOD COUNTY, TN",2.128205984,29256370.29,"SHACKELFORD COUNTY, TX",2.695992393,6545698.544,"HUMPHREYS COUNTY, MS",1.716181822,19585916.16,"CHOCTAW COUNTY, MS",2.286127301,26914876.93,"TATTNALL COUNTY, GA",1.885082594,22712465.95,42814874.23
"TUCKER COUNTY, WV",7.577790661,22174187.24,"BRADLEY COUNTY, AR",2.163803538,29301276.15,"FRANKLIN COUNTY, VT",2.70968789,6640562.544,"MCINTOSH COUNTY, GA",1.729007047,19678714.91,"FRANKLIN PARISH, LA",2.293432774,27719064.83,"BLADEN COUNTY, NC",1.90317953,23418377.36,44569376.42
"PIKE COUNTY, KY",7.599158384,22336379.06,"CLEVELAND COUNTY, AR",2.167077999,29349310.06,"STEPHENS COUNTY, GA",2.73888974,6640583.488,"LIBERTY COUNTY, FL",1.73652169,19734217.83,"PERRY COUNTY, KY",2.324068664,27814921.65,"LOGAN COUNTY, WV",1.91384502,23536037.25,45044327.67
"GARRETT COUNTY, MD",7.630621163,22642809.58,"KIOWA COUNTY, OK",2.215805317,30487659.81,"GRAND ISLE COUNTY, VT",2.766150244,6660315.2,"RITCHIE COUNTY, WV",1.738367504,19830351.15,"CONWAY COUNTY, AR",2.34495727,28201482.6,"BLEDSOE COUNTY, TN",1.913955419,23758495.9,45472701.98
"HASKELL COUNTY, TX",7.648353366,23492893.92,"NEVADA COUNTY, AR",2.228418479,30637270.75,"CHARLESTON COUNTY, SC",2.898497673,6681049.76,"PAULDING COUNTY, GA",1.758105946,19830393.04,"LAFAYETTE COUNTY, AR",2.356085232,28452379.41,"PARKER COUNTY, TX",1.91990526,23796786.46,45687575.5
"HIDALGO COUNTY, NM",7.703253002,24030823.52,"CALHOUN COUNTY, AR",2.23750708,30672654.11,"HABERSHAM COUNTY, GA",2.95488005,6681133.536,"HARDEMAN COUNTY, TX",1.764882839,20180504.92,"REAL COUNTY, TX",2.378441703,28514712.11,"POLK COUNTY, AR",1.920764814,24101840.88,46293967.93
"MARQUETTE COUNTY, MI",7.917495052,24166723.8,"CHOCTAW COUNTY, MS",2.286127301,30761345.83,"HUNT COUNTY, TX",2.955802737,6837597.536,"CLEBURNE COUNTY, AR",1.76505701,20427904.02,"COPIAH COUNTY, MS",2.406042602,28747028.64,"TARRANT COUNTY, TX",1.92380984,24128550.64,46418743.16
"MENOMINEE COUNTY, WI",8.007978704,24167470.23,"FRANKLIN PARISH, LA",2.293432774,31565533.73,"BUTLER COUNTY, NE",2.983747679,7493095.456,"NATCHITOCHES PARISH, LA",1.768936569,20520880.6,"KNOTT COUNTY, KY",2.432190955,28829028.89,"SUNFLOWER COUNTY, MS",1.938233639,25125948.26,48699958.11
"SMITH COUNTY, MS",8.04759356,24290778.56,"PERRY COUNTY, KY",2.324068664,31661390.55,"JACK COUNTY, TX",3.008408497,7521308.256,"MINGO COUNTY, WV",1.770739868,20631973.43,"MINGO COUNTY, WV",2.441453757,28948634.21,"LOWNDES COUNTY, MS",1.947820452,25469949.55,49610888.63
"BUCHANAN COUNTY, VA",8.048717638,24343655.39,"CONWAY COUNTY, AR",2.34495727,32047951.51,"NELSON COUNTY, ND",3.040300955,7650626.984,"JASPER COUNTY, MS",1.777399566,20777721.1,"COVINGTON COUNTY, MS",2.448029506,29114492.56,"SEDGWICK COUNTY, KS",1.960748451,26271833.71,51512457.24
"ST BERNARD PARISH, LA",8.065889462,24346694.18,"LAFAYETTE COUNTY, AR",2.356085232,32298848.31,"MONTGOMERY COUNTY, OH",3.047685815,7843153.472,"MONTOUR COUNTY, PA",1.790248439,20828876.51,"LEE COUNTY, SC",2.468118366,29606738.11,"WALTHALL COUNTY, MS",1.969989158,26493875.99,52192648.45
"SULLIVAN COUNTY, MO",8.066858925,25038025.49,"REAL COUNTY, TX",2.378441703,32361181.01,"KING GEORGE COUNTY, VA",3.100966753,7867391.224,"TILLMAN COUNTY, OK",1.795554555,22166480.32,"DALLAS COUNTY, AR",2.471334591,29642168.38,"HEMPSTEAD COUNTY, AR",1.987253154,26859652.89,53376929.93
"MONO COUNTY, CA",8.073049742,25620674.83,"COPIAH COUNTY, MS",2.406042602,32593497.55,"YOUNG COUNTY, TX",3.149546704,8035091.064,"HENDERSON COUNTY, TX",1.822175414,22228326.72,"EMANUEL COUNTY, GA",2.481679046,30253654.9,"COTTON COUNTY, OK",1.988468616,27827973.99,55335052.92
"CARROLL COUNTY, AR",8.126430407,25946837.69,"GILMER COUNTY, WV",2.423676158,32645290.12,"LAKE COUNTY, MN",3.175936717,8036026.152,"TATTNALL COUNTY, GA",1.885082594,22706096.76,"FRANKLIN COUNTY, AR",2.501832014,30679013.72,"LEE COUNTY, AR",2.001021512,28646537.87,57322338.51
"CRAWFORD COUNTY, MI",8.126620454,26011724.4,"KNOTT COUNTY, KY",2.432190955,32727290.37,"WISE COUNTY, TX",3.194627855,8089051.432,"BLADEN COUNTY, NC",1.90317953,23412008.18,"STONE COUNTY, AR",2.55273512,30857974.51,"GRANT COUNTY, WV",2.003363464,28877418.16,57851964.48
"GLENN COUNTY, CA",8.148190961,28820987.63,"COVINGTON COUNTY, MS",2.448029506,32893148.71,"CALEDONIA COUNTY, VT",3.226532099,8142293.852,"LOGAN COUNTY, WV",1.907347898,23519231.98,"DODGE COUNTY, GA",2.582185342,31280096.32,"SEVIER COUNTY, AR",2.005482568,29135678.33,58431095
"COOS COUNTY, OR",8.27488916,30491312.68,"WIRT COUNTY, WV",2.457666684,32957486.92,"JONES COUNTY, TX",3.235825471,8830390.492,"BLEDSOE COUNTY, TN",1.913955419,23741690.64,"WASHITA COUNTY, OK",2.593832558,32662202.02,"OUACHITA PARISH, LA",2.012981264,29277507.41,58935073.86
"COCHRAN COUNTY, TX",8.280542017,31169628.15,"LEE COUNTY, SC",2.468118366,33449732.47,"STRAFFORD COUNTY, NH",3.247407881,8835987.468,"PARKER COUNTY, TX",1.91990526,23779981.2,"APPLING COUNTY, GA",2.653596759,33173632.21,"MARLBORO COUNTY, SC",2.021673651,29695825.25,60035267.44
"PUTNAM COUNTY, WV",8.302417918,31275233.34,"DALLAS COUNTY, AR",2.471334591,33485162.74,"HILLSDALE COUNTY, MI",3.260810408,9148388.172,"POLK COUNTY, AR",1.920764814,24085035.62,"WIRT COUNTY, WV",2.696593761,33242968.67,"COLUMBIA COUNTY, AR",2.026361309,29768822.87,60322390.88
"MORROW COUNTY, OR",8.309054656,31595201.15,"EMANUEL COUNTY, GA",2.481679046,34096649.26,"MINER COUNTY, SD",3.30343499,9396284.436,"TARRANT COUNTY, TX",1.92380984,24111745.38,"WILCOX COUNTY, GA",2.706424365,33619703.58,"JACKSON COUNTY, OK",2.055188234,30620896.87,62931706.96
"PACIFIC COUNTY, WA",8.317663528,32163213.62,"FRANKLIN COUNTY, AR",2.501832014,34522008.08,"DENTON COUNTY, TX",3.365275193,9545799.956,"SUNFLOWER COUNTY, MS",1.938233639,25109143,"CALHOUN COUNTY, FL",2.723495581,33809622.29,"HARMON COUNTY, OK",2.061781031,31016571.74,63949379.25
"TUOLUMNE COUNTY, CA",8.342853908,33699603.06,"SULLIVAN COUNTY, MO",2.521209988,35141769.46,"HUNTINGDON COUNTY, PA",3.37802864,9632647.948,"LOWNDES COUNTY, MS",1.947820452,25453144.29,"ELLIS COUNTY, OK",2.747165124,35361189.85,"PIKE COUNTY, AR",2.063666267,31200305.48,64387017.94
"OHIO COUNTY, WV",8.343418692,33753152.04,"STONE COUNTY, AR",2.55273512,35320730.25,"WHITE COUNTY, GA",3.417465913,9632668.892,"SEDGWICK COUNTY, KS",1.960748451,26255028.45,"MADISON COUNTY, AR",2.754190181,35828628.53,"LOGAN COUNTY, AR",2.086526125,31628505.27,65993702.55
"GADSDEN COUNTY, FL",8.34559911,33896228.14,"DODGE COUNTY, GA",2.582185342,35742852.06,"STILLWATER COUNTY, MT",3.420654064,9632866.012,"WALTHALL COUNTY, MS",1.969989158,26477070.73,"DESHA COUNTY, AR",2.760364043,36677261.3,"ACCOMACK COUNTY, VA",2.08862388,31757662.61,66329812.51
"MADISON COUNTY, AR",8.362052604,34225110.92,"WASHITA COUNTY, OK",2.593832558,37124957.76,"LAMOILLE COUNTY, VT",3.425820604,9659285.636,"GRANT COUNTY, WV",1.97773274,26691732.33,"PERRY COUNTY, AR",2.766250336,36832373.29,"SCOTT COUNTY, AR",2.113657231,31992532.78,67621248.24
"WASCO COUNTY, OR",8.367613799,34333154.04,"DOUGLAS COUNTY, OR",2.598587512,41048002.09,"MARTIN COUNTY, MN",3.473935002,10453134.69,"HEMPSTEAD COUNTY, AR",1.987253154,27057509.23,"RALEIGH COUNTY, WV",2.776317541,37089052.02,"DALLAS COUNTY, TX",2.126846338,32042108.46,68148641.05
"MERCER COUNTY, WV",8.467840854,34539858.36,"MONO COUNTY, CA",2.600256077,41570836.72,"ESSEX COUNTY, VT",3.478476876,10466107.34,"COTTON COUNTY, OK",1.988468616,28025830.33,"POPE COUNTY, AR",2.79017709,37455363.42,"YELL COUNTY, AR",2.126935138,32432220.29,68981228.93
"DODDRIDGE COUNTY, WV",8.469726005,34591164.37,"SANTA CRUZ COUNTY, CA",2.604817382,41865496.31,"KNOX COUNTY, ME",3.501572663,10483846.91,"LEE COUNTY, AR",2.001021512,28844394.21,"RITCHIE COUNTY, WV",2.806708658,37561002.2,"HAYWOOD COUNTY, TN",2.128205984,33042397.67,70321028.44
"HANCOCK COUNTY, WV",8.597243985,34622164.75,"FAYETTE COUNTY, WV",2.63114804,41965248.68,"ESSEX COUNTY, MA",3.515071163,10487854.92,"SEVIER COUNTY, AR",2.005482568,29102654.38,"KINGFISHER COUNTY, OK",2.840214445,38998897.32,"MONROE COUNTY, WV",2.14982942,33328321.36,71650205.77
"PISCATAQUIS COUNTY, ME",8.657181089,34745019.65,"APPLING COUNTY, GA",2.653596759,42476678.87,"DELTA COUNTY, TX",3.590563927,10560000.84,"OUACHITA PARISH, LA",2.012981264,29244483.45,"SWISHER COUNTY, TX",2.842581826,40538519.46,"BRADLEY COUNTY, AR",2.163803538,33373227.21,72213107.1
"NICHOLAS COUNTY, WV",8.738290244,34857643.27,"MARION COUNTY, WV",2.70326691,42564193.5,"COLLIN COUNTY, TX",3.599853932,10800314.76,"MARLBORO COUNTY, SC",2.021673651,29662801.3,"COCHRAN COUNTY, TX",2.876176752,41445801.9,"CLEVELAND COUNTY, AR",2.167077999,33421261.13,72426479.68
"YAKIMA COUNTY, WA",8.759198936,35088873.82,"WILCOX COUNTY, GA",2.706424365,42940928.41,"ALGER COUNTY, MI",3.617472531,10807124.64,"COLUMBIA COUNTY, AR",2.026361309,29735798.92,"HALE COUNTY, TX",2.880515357,43100760.52,"HARDY COUNTY, WV",2.195860066,33646450.07,73882896.06
"BROOKE COUNTY, WV",8.837023676,35123689.49,"CALHOUN COUNTY, FL",2.723495581,43130847.13,"ROCKWALL COUNTY, TX",3.666811004,10843025.12,"KENNEBEC COUNTY, ME",2.041097947,29779554.94,"CARROLL COUNTY, AR",2.93028324,43560807.07,"KIOWA COUNTY, OK",2.215805317,34784799.81,77076344.37
"NAPA COUNTY, CA",8.881486964,36979287.21,"WETZEL COUNTY, WV",2.740746253,43167312.45,"ITASCA COUNTY, MN",3.679401971,10860873.1,"HARDY COUNTY, WV",2.054974524,29984838.53,"PRESIDIO COUNTY, TX",2.94728364,43577307.53,"NEVADA COUNTY, AR",2.228418479,34934410.76,77848486.49
"LIBERTY COUNTY, FL",8.886589738,37014532.68,"MADERA COUNTY, CA",2.742030338,43738153.36,"LAURENS COUNTY, SC",3.687059596,10862276.35,"JACKSON COUNTY, OK",2.055188234,30836912.53,"CLEBURNE COUNTY, AL",2.952197377,43757441.24,"CALHOUN COUNTY, AR",2.23750708,34969794.12,78245161.93
"GOODING COUNTY, ID",9.023201707,37014613.55,"JACKSON COUNTY, OR",2.744750675,46650565.27,"AUGUSTA COUNTY, VA",3.697715952,10905297.17,"HARMON COUNTY, OK",2.061781031,31232587.39,"ROGER MILLS COUNTY, OK",2.973356592,45187229.73,"COTTONWOOD COUNTY, MN",2.269779406,35676720.64,80978285.8
"DICKENSON COUNTY, VA",9.040630047,37064378.92,"ELLIS COUNTY, OK",2.747165124,48202132.83,"YORK COUNTY, ME",3.699444305,10927756.22,"PIKE COUNTY, AR",2.063666267,31416321.14,"TAYLOR COUNTY, GA",2.9758464,45464544.98,"CHOCTAW COUNTY, MS",2.286127301,35765412.36,81764285.65
"PRESTON COUNTY, WV",9.182448683,37336342.84,"MADISON COUNTY, AR",2.754190181,48669571.51,"COOS COUNTY, NH",3.829799876,10963259.08,"LOGAN COUNTY, AR",2.086526125,31844520.93,"COAHOMA COUNTY, MS",2.985243402,46206690.51,"FRANKLIN PARISH, LA",2.293432774,36569600.27,83869919.78
"BELL COUNTY, KY",9.196335884,37383920.62,"DESHA COUNTY, AR",2.760364043,49518204.28,"ADDISON COUNTY, VT",3.875197569,11090163.39,"ACCOMACK COUNTY, VA",2.08862388,31973678.27,"CLARENDON COUNTY, SC",3.018184534,46720674.51,"PERRY COUNTY, KY",2.324068664,36665457.09,85213039.88
"MENDOCINO COUNTY, CA",9.28246454,41626074,"PERRY COUNTY, AR",2.766250336,49673316.26,"ESCAMBIA COUNTY, FL",3.900185031,11169289.82,"MONROE COUNTY, WV",2.092065134,32234255.19,"COFFEE COUNTY, AL",3.029855003,47049098.4,"ORLEANS COUNTY, VT",2.340685677,36732881.68,85980130.03
"BREWSTER COUNTY, TX",9.352457363,41678592.28,"BOONE COUNTY, WV",2.772604778,49801605.5,"WINDSOR COUNTY, VT",3.930077213,11191084.83,"SCOTT COUNTY, AR",2.113657231,32469125.36,"CHARLTON COUNTY, GA",3.041497163,47315879.22,"CONWAY COUNTY, AR",2.34495727,37119442.63,87043506.85
"KEYA PAHA COUNTY, NE",9.353600806,42316897.52,"SANTA BARBARA COUNTY, CA",2.777422869,50983088.58,"CHEROKEE COUNTY, SC",3.932154099,11192739.4,"DALLAS COUNTY, TX",2.126846338,32518701.04,"BLAINE COUNTY, OK",3.057448899,48648149.64,"LAFAYETTE COUNTY, AR",2.356085232,37370339.44,88047704.86
"YELL COUNTY, AR",9.394418816,42585672.46,"POPE COUNTY, AR",2.79017709,51349399.99,"MCDOWELL COUNTY, NC",3.942809613,11194602.19,"YELL COUNTY, AR",2.126935138,32908812.86,"JONES COUNTY, TX",3.073202581,49704227.01,"KAUFMAN COUNTY, TX",2.367758445,37468529.84,88716427.95
"TWIN FALLS COUNTY, ID",9.5406573,42660422.81,"KNOX COUNTY, ME",2.808597152,51418898.01,"CALHOUN COUNTY, SC",3.985435037,11296243.42,"LINCOLN COUNTY, ME",2.127862472,32920362.56,"DUPLIN COUNTY, NC",3.090257578,50558540.89,"REAL COUNTY, TX",2.378441703,37530862.54,89264968.62
"LOGAN COUNTY, AR",9.563617685,42955358.22,"HAMILTON COUNTY, NY",2.826583874,51425100.98,"HAMPTON COUNTY, SC",4.081341399,11382553.64,"HAYWOOD COUNTY, TN",2.128205984,33530539.94,"GARFIELD COUNTY, OK",3.111655591,52194464.85,"FRANKLIN COUNTY, TN",2.38699848,37596813.96,89743537.77
"WISE COUNTY, VA",9.600708699,43048932.49,"KINGFISHER COUNTY, OK",2.840214445,52862996.1,"HYDE COUNTY, NC",4.082402994,11479684.52,"FRANKLIN COUNTY, ME",2.135005716,33542872.26,"MARION COUNTY, GA",3.127734722,52409766.48,"COPIAH COUNTY, MS",2.406042602,37829130.49,91018499.56
"YORK COUNTY, ME",9.630191968,43247093.41,"SWISHER COUNTY, TX",2.842581826,54402618.24,"CARROLL COUNTY, VA",4.187903275,11481344.64,"BRADLEY COUNTY, AR",2.163803538,33587778.11,"STEWART COUNTY, GA",3.133521783,52648418.44,"GILMER COUNTY, WV",2.423676158,37880923.07,91811090.11
"ROSCOMMON COUNTY, MI",9.732253172,43294198.29,"COCHRAN COUNTY, TX",2.876176752,55309900.68,"CUMBERLAND COUNTY, VA",4.187903275,11485755.82,"CLEVELAND COUNTY, AR",2.167077999,33635812.03,"HARPER COUNTY, OK",3.152351102,54287796.7,"KNOTT COUNTY, KY",2.432190955,37962923.31,92333078.7
"ALGER COUNTY, MI",9.81237801,43350098.24,"MODOC COUNTY, CA",2.877242885,56357772.83,"GRAFTON COUNTY, NH",4.245337144,11528847.79,"KIOWA COUNTY, OK",2.215805317,34774161.78,"BELL COUNTY, KY",3.180822573,54357818.95,"COVINGTON COUNTY, MS",2.448029506,38128781.66,93340382.51
"SEVIER COUNTY, AR",9.879261405,43527833.08,"HALE COUNTY, TX",2.880515357,58012731.45,"CHEATHAM COUNTY, TN",4.262496925,11536505.9,"ANDROSCOGGIN COUNTY, ME",2.225668928,34793585.18,"PLUMAS COUNTY, CA",3.196765787,55361132.32,"WIRT COUNTY, WV",2.457666684,38193119.86,93865958.24
"OWYHEE COUNTY, ID",10.01984958,44085193.9,"CLAY COUNTY, WV",2.90685224,58040029.63,"WASHINGTON COUNTY, VT",4.272569867,11572743.95,"NEVADA COUNTY, AR",2.228418479,34943196.12,"CHEROKEE COUNTY, TX",3.19743324,55863998.96,"LEE COUNTY, SC",2.468118366,38685365.42,95480060.86
"PINAL COUNTY, AZ",10.04711992,44147759.12,"CARROLL COUNTY, AR",2.93028324,58500076.18,"GEORGETOWN COUNTY, SC",4.273153281,11595991.79,"CALHOUN COUNTY, AR",2.23750708,34978579.48,"INYO COUNTY, CA",3.259113915,55877562.55,"DALLAS COUNTY, AR",2.471334591,38720795.68,95692041.76
"SAN JUAN COUNTY, CO",10.06597229,44148517.34,"PRESIDIO COUNTY, TX",2.94728364,58516576.64,"CHITTENDEN COUNTY, VT",4.278340867,11643660.95,"COTTONWOOD COUNTY, MN",2.269779406,35685506.01,"VAL VERDE COUNTY, TX",3.31484861,57109782.64,"EMANUEL COUNTY, GA",2.481679046,39332282.21,97610100.57
"CONTRA COSTA COUNTY, CA",10.07651971,44653266.49,"CLEBURNE COUNTY, AL",2.952197377,58696710.35,"DECATUR COUNTY, KS",4.283809637,12208705.43,"CHOCTAW COUNTY, MS",2.286127301,35774197.73,"DEWEY COUNTY, OK",3.336606157,58479523.17,"DAY COUNTY, SD",2.482904842,39645392.85,98435737.86
"SCOTT COUNTY, AR",10.09500213,44818489.98,"MCDOWELL COUNTY, WV",2.958978369,58766144.92,"THROCKMORTON COUNTY, TX",4.301759089,12375099.35,"FRANKLIN PARISH, LA",2.293432774,36578385.63,"HOWARD COUNTY, AR",3.379027058,58768637.77,"FRANKLIN COUNTY, AR",2.501832014,40070751.67,100250289.4
"DAWSON COUNTY, TX",10.19703995,44897667.49,"ROGER MILLS COUNTY, OK",2.973356592,60195933.41,"ROCKINGHAM COUNTY, NH",4.320742354,12386079.86,"PERRY COUNTY, KY",2.324068664,36674242.45,"CLARK COUNTY, AR",3.386826805,58999017.65,"SULLIVAN COUNTY, MO",2.521209988,40690513.05,102589327.9
"STONE COUNTY, AR",10.20322311,45024774.23,"TAYLOR COUNTY, GA",2.9758464,60473248.66,"LUCE COUNTY, MI",4.336277331,12391466.78,"ORLEANS COUNTY, VT",2.340685677,36741667.04,"UNION PARISH, LA",3.431959966,59079292.58,"STONE COUNTY, AR",2.55273512,40869473.84,104328941.2
"JEFFERSON COUNTY, WV",10.32125356,45358181.35,"COAHOMA COUNTY, MS",2.985243402,61215394.19,"BELKNAP COUNTY, NH",4.337576332,12399387.92,"CONWAY COUNTY, AR",2.34495727,37128227.99,"BAYLOR COUNTY, TX",3.443570929,60183600.63,"HERTFORD COUNTY, NC",2.568154848,40941368.43,105143773.8
"LINCOLN COUNTY, ME",10.35139654,45422742.17,"WAYNE COUNTY, WV",2.996091535,61338291.53,"NEWPORT COUNTY, RI",4.344017459,12402138.98,"LAFAYETTE COUNTY, AR",2.356085232,37379124.8,"BREWSTER COUNTY, TX",3.462285217,60252929.55,"DODGE COUNTY, GA",2.582185342,41363490.24,106808198.2
"EDDY COUNTY, NM",10.3616966,45433461.94,"CLARENDON COUNTY, SC",3.018184534,61852275.53,"ANTELOPE COUNTY, NE",4.369059643,13230585.06,"KAUFMAN COUNTY, TX",2.367758445,37477315.2,"BRANTLEY COUNTY, GA",3.466001103,60463007.15,"WASHITA COUNTY, OK",2.593832558,42745595.95,110874918.5
"BENEWAH COUNTY, ID",10.46752888,45564976.8,"COFFEE COUNTY, AL",3.029855003,62180699.43,"DADE COUNTY, MO",4.379715999,13321918.76,"REAL COUNTY, TX",2.378441703,37539647.9,"WARE COUNTY, GA",3.47270353,60827673.72,"DOUGLAS COUNTY, OR",2.598587512,46668640.27,121272545.8
"NEWTON COUNTY, MS",10.49475671,45699595.38,"WYOMING COUNTY, WV",3.037244994,62265138.78,"JEFFERSON COUNTY, AL",4.391813631,13338087.53,"FRANKLIN COUNTY, TN",2.38699848,37605599.33,"RICHLAND PARISH, LA",3.474268502,61544768.41,"MONO COUNTY, CA",2.600256077,47191474.9,122709919.4
"HALE COUNTY, TX",10.49717366,46938765.62,"CHARLTON COUNTY, GA",3.041497163,62531919.6,"MERRIMACK COUNTY, NH",4.399395488,13357084.05,"COPIAH COUNTY, MS",2.406042602,37837915.86,"MARION COUNTY, WV",3.510510134,61638902.11,"SANTA CRUZ COUNTY, CA",2.604817382,47486134.49,123692708.5
"NEVADA COUNTY, AR",10.5563458,47041567.71,"TUOLUMNE COUNTY, CA",3.042141947,63702822.94,"ORANGE COUNTY, VT",4.411791984,13417109.24,"GILMER COUNTY, WV",2.423676158,37889708.44,"MISSISSIPPI COUNTY, AR",3.566058551,63076441.48,"FAYETTE COUNTY, WV",2.63114804,47585886.86,125205513
"JEFFERSON COUNTY, OR",10.55808994,47146671.67,"BLAINE COUNTY, OK",3.057448899,65035093.36,"BAKER COUNTY, GA",4.432996936,13554648.49,"WORCESTER COUNTY, MD",2.429623062,38030723.77,"KINGS COUNTY, CA",3.572779234,63080256.24,"APPLING COUNTY, GA",2.653596759,48097317.05,127630884.7
"YOAKUM COUNTY, TX",10.56373894,47176194.78,"JONES COUNTY, TX",3.073202581,66091170.73,"FRANKLIN COUNTY, VA",4.432996936,13558988.52,"KNOTT COUNTY, KY",2.432190955,38112724.02,"BURKE COUNTY, GA",3.619945305,63842440.39,"MARION COUNTY, WV",2.70326691,48184831.69,130256461.1
"SCOTT COUNTY, MS",10.58248059,47351185.17,"DUPLIN COUNTY, NC",3.090257578,66945484.61,"DUKES COUNTY, MA",4.436119422,13559937.16,"COVINGTON COUNTY, MS",2.448029506,38278582.36,"PIKE COUNTY, KY",3.624682857,64072433.61,"WILCOX COUNTY, GA",2.706424365,48561566.59,131428207
"KERN COUNTY, CA",10.61745057,47528281.31,"GARFIELD COUNTY, OK",3.111655591,68581408.57,"WORCESTER COUNTY, MA",4.440684027,13581257.84,"CUMBERLAND COUNTY, ME",2.448719137,38297365.43,"JACKSON PARISH, LA",3.646517496,64092763,"FRANKLIN COUNTY, VT",2.70968789,48656430.59,131843740.8
"JACKSON COUNTY, OK",10.66840052,48153376.74,"MARION COUNTY, GA",3.127734722,68796710.2,"RUTLAND COUNTY, VT",4.446257188,13612894.99,"WIRT COUNTY, WV",2.457666684,38361703.63,"ECHOLS COUNTY, GA",3.663931789,64250389.21,"CALHOUN COUNTY, FL",2.723495581,48846349.31,133032816.5
"LUCE COUNTY, MI",10.76841545,48198590.71,"STEWART COUNTY, GA",3.133521783,69035362.16,"GRAYSON COUNTY, TX",4.463453169,13819452.11,"LEE COUNTY, SC",2.468118366,38853949.19,"LITTLE RIVER COUNTY, AR",3.669112619,64592252.71,"WETZEL COUNTY, WV",2.740746253,48882814.63,133975391
"MORRIS COUNTY, KS",10.84122804,49230702.84,"WALLOWA COUNTY, OR",3.145790075,70484176.1,"GATES COUNTY, NC",4.464966004,13874167.69,"DALLAS COUNTY, AR",2.471334591,38889379.45,"PECOS COUNTY, TX",3.718615715,64599833.12,"MADERA COUNTY, CA",2.742030338,49453655.54,135603423.8
"CONWAY COUNTY, AR",10.86291793,49500195.38,"TYLER COUNTY, WV",3.1496374,70554887.25,"TRANSYLVANIA COUNTY, NC",4.488334556,13876340.94,"EMANUEL COUNTY, GA",2.481679046,39500865.98,"CLINCH COUNTY, GA",3.800222414,64877943.45,"JACKSON COUNTY, OR",2.744750675,52366067.45,143731799
"CHASE COUNTY, KS",10.92485744,50678563.24,"COOS COUNTY, OR",3.150709184,71833058.35,"PAMLICO COUNTY, NC",4.502964526,13929356.36,"DAY COUNTY, SD",2.482904842,39813976.62,"ONSLOW COUNTY, NC",3.808625967,65258058.06,"ELLIS COUNTY, OK",2.747165124,53917635.01,148120646.5
"DOUGLAS COUNTY, OR",11.01253585,55119771.44,"HARPER COUNTY, OK",3.152351102,73472436.62,"HILLSBOROUGH COUNTY, NH",4.535368839,13939909.98,"FRANKLIN COUNTY, AR",2.501832014,40239335.44,"HAMILTON COUNTY, NY",3.811056038,65264711.71,"MADISON COUNTY, AR",2.754190181,54385073.69,149786836
"ELLSWORTH COUNTY, KS",11.0822737,56204797.2,"BELL COUNTY, KY",3.180822573,73542458.87,"SULLIVAN COUNTY, NH",4.548490182,13949538.68,"SULLIVAN COUNTY, MO",2.521209988,40859096.82,"CANDLER COUNTY, GA",3.82444747,65534938.59,"DESHA COUNTY, AR",2.760364043,55233706.46,152465137.3
"LESLIE COUNTY, KY",11.09468819,56234545.11,"CHEROKEE COUNTY, TX",3.19743324,74045325.5,"MACON COUNTY, NC",4.555864098,13950366.58,"STONE COUNTY, AR",2.55273512,41038057.61,"LESLIE COUNTY, KY",3.832552801,65577212.73,"GRAND ISLE COUNTY, VT",2.766150244,55253438.17,152839311.5
"FERRY COUNTY, WA",11.14023763,56440535.37,"KANAWHA COUNTY, WV",3.20729751,74127022.35,"GRANT COUNTY, AR",4.559807404,13952260.78,"HERTFORD COUNTY, NC",2.568154848,41109952.2,"HARRISON COUNTY, WV",3.842714278,65773520.02,"PERRY COUNTY, AR",2.766250336,55408550.16,153273920.5
"TULARE COUNTY, CA",11.1482576,57001840.91,"KINGS COUNTY, CA",3.208204587,74130097.9,"MIDDLESEX COUNTY, MA",4.56455301,13960513.95,"DODGE COUNTY, GA",2.582185342,41532074.02,"COFFEE COUNTY, GA",3.865727558,66357623.45,"BOONE COUNTY, WV",2.772604778,55536839.39,153981706.2
"FRANKLIN COUNTY, AR",11.20323842,57300818.12,"CURRY COUNTY, OR",3.211948976,74633950.67,"FLUVANNA COUNTY, VA",4.582184236,13962292.65,"WASHITA COUNTY, OK",2.593832558,42914179.72,"JOHNSON COUNTY, AR",3.911365706,66637150.17,"SANTA BARBARA COUNTY, CA",2.777422869,56718322.48,157530765.9
"PEND OREILLE COUNTY, WA",11.33661854,57534531.5,"BENTON COUNTY, OR",3.215051466,75513590.17,"GILMER COUNTY, GA",4.603496948,13963570.24,"DOUGLAS COUNTY, OR",2.598587512,46837224.05,"VAN BUREN COUNTY, AR",3.920679643,66870393.25,"POPE COUNTY, AR",2.79017709,57084633.88,159276237.7
"CLEBURNE COUNTY, AR",11.37055806,57709329.26,"LINCOLN COUNTY, WV",3.216620977,75610875.25,"LOUISA COUNTY, VA",4.635465174,14010954.8,"MONO COUNTY, CA",2.600256077,47360058.68,"WETZEL COUNTY, WV",3.924225104,66910376.69,"KNOX COUNTY, ME",2.808597152,57154131.9,160522932.1
